"id","code","name","parent_id/id","type","user_type/id","reconcile"
"l10n_tn.pcg_6256","6256","Missions","l10n_tn.pcg_625","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6257","6257","Réceptions","l10n_tn.pcg_625","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_626","626","Frais postaux et frais de télécommunications","l10n_tn.pcg_62","view","account.data_account_type_view","False"
"l10n_tn.pcg_627","627","Services bancaires et assimilés","l10n_tn.pcg_62","view","account.data_account_type_view","False"
"l10n_tn.pcg_6271","6271","Frais sur titres (achats - vente - garde)","l10n_tn.pcg_627","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6272","6272","Commissions et frais sur émission d'emprunts","l10n_tn.pcg_627","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6275","6275","Frais sur effets","l10n_tn.pcg_627","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6276","6276","Location de coffres","l10n_tn.pcg_627","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6278","6278","Autres frais et commissions sur prestations de services","l10n_tn.pcg_627","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_628","628","Autres services extérieurs liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_62","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_629","629","Rabais remises et ristournes obtenus sur autres services extérieurs","l10n_tn.pcg_62","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_63","63","Charges diverses ordinaires","l10n_tn.pcg_6","view","account.data_account_type_view","False"
"l10n_tn.pcg_631","631","Redevances pour concessions de marques brevets licences procédés droits et valeurs similaires","l10n_tn.pcg_63","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_633","633","Jetons de présence","l10n_tn.pcg_63","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_634","634","Pertes sur créances irrécouvrables","l10n_tn.pcg_63","view","account.data_account_type_view","False"
"l10n_tn.pcg_6341","6341","Créances de l'exercice","l10n_tn.pcg_634","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6344","6344","Créances des exercices antérieurs","l10n_tn.pcg_634","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_635","635","Quotes-parts de résultat sur opérations faites en commun","l10n_tn.pcg_63","view","account.data_account_type_view","False"
"l10n_tn.pcg_6351","6351","Quote-part de bénéfice transférée (comptabilité du gérant)","l10n_tn.pcg_635","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6355","6355","Quote-part de perte supportée (comptabilité des associés non gérants)","l10n_tn.pcg_635","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_636","636","Charges nettes sur cessions d'immobilisations et autres pertes sur éléments non récurrents ou exceptionnels","l10n_tn.pcg_63","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_637","637","Réduction de valeur","l10n_tn.pcg_63","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_638","638","Charges diverses ordinaires liées à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_63","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_64","64","Charges de personnel","l10n_tn.pcg_6","view","account.data_account_type_view","False"
"l10n_tn.pcg_640","640","Salaires et compléments de salaires","l10n_tn.pcg_64","view","account.data_account_type_view","False"
"l10n_tn.pcg_6400","6400","Salaires","l10n_tn.pcg_640","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6401","6401","Heures supplémentaires","l10n_tn.pcg_640","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6402","6402","Primes","l10n_tn.pcg_640","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6403","6403","Gratifications","l10n_tn.pcg_640","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6404","6404","Avantages en nature","l10n_tn.pcg_640","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6409","6409","Autres compléments de salaires","l10n_tn.pcg_640","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_642","642","Appointements et compléments d'appointements","l10n_tn.pcg_64","view","account.data_account_type_view","False"
"l10n_tn.pcg_6420","6420","Appointements","l10n_tn.pcg_642","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6421","6421","Heures supplémentaires","l10n_tn.pcg_642","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6422","6422","Primes","l10n_tn.pcg_642","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6423","6423","Gratifications","l10n_tn.pcg_642","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6424","6424","Avantages en nature","l10n_tn.pcg_642","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6429","6429","Autres compléments d'appointements","l10n_tn.pcg_642","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_643","643","Indemnités représentatives de frais","l10n_tn.pcg_64","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_644","644","Commissions au personnel","l10n_tn.pcg_64","view","account.data_account_type_view","False"
"l10n_tn.pcg_6440","6440","Commissions sur achats","l10n_tn.pcg_644","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6441","6441","Commissions sur ventes","l10n_tn.pcg_644","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_645","645","Rémunérations des administrateurs gérants et associés","l10n_tn.pcg_64","view","account.data_account_type_view","False"
"l10n_tn.pcg_646","646","Charges connexes aux salaires appointements commissions et rémunérations","l10n_tn.pcg_64","view","account.data_account_type_view","False"
"l10n_tn.pcg_6460","6460","Charges connexes aux salaires","l10n_tn.pcg_646","view","account.data_account_type_view","False"
"l10n_tn.pcg_64600","64600","Congés payés","l10n_tn.pcg_6460","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_64602","64602","Indemnités de préavis et de licenciements (gratification de fin de service)","l10n_tn.pcg_6460","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_64604","64604","Supplément familial","l10n_tn.pcg_6460","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6462","6462","Charges connexes aux appointements","l10n_tn.pcg_646","view","account.data_account_type_view","False"
"l10n_tn.pcg_64620","64620","Congés payés","l10n_tn.pcg_6462","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_64622","64622","Indemnités de préavis et de licenciement (gratification de fin de service)","l10n_tn.pcg_6462","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_64624","64624","Supplément familial","l10n_tn.pcg_6462","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6464","6464","Charges connexes aux commissions","l10n_tn.pcg_646","view","account.data_account_type_view","False"
"l10n_tn.pcg_64640","64640","Congés payés","l10n_tn.pcg_6464","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_64642","64642","Indemnités de préavis et de licenciement (gratification de fin de service)","l10n_tn.pcg_6464","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_64644","64644","Supplément familial","l10n_tn.pcg_6464","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6465","6465","Charges connexes aux rémunérations des administrateurs et gérants","l10n_tn.pcg_646","view","account.data_account_type_view","False"
"l10n_tn.pcg_64650","64650","Congés payés","l10n_tn.pcg_6465","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_64652","64652","Indemnités de préavis et de licenciement","l10n_tn.pcg_6465","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_64654","64654","Supplément familial","l10n_tn.pcg_6465","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_647","647","Charges sociales légales","l10n_tn.pcg_64","view","account.data_account_type_view","False"
"l10n_tn.pcg_6470","6470","Cotisations de sécurité sociale sur salaires","l10n_tn.pcg_647","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6472","6472","Cotisations de sécurité sociale sur appointements","l10n_tn.pcg_647","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6474","6474","Cotisations de sécurité sociale sur commissions","l10n_tn.pcg_647","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6475","6475","Cotisations de sécurité sociale sur rémunérations des administrateurs et gérants","l10n_tn.pcg_647","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6476","6476","Prestations directes","l10n_tn.pcg_647","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_648","648","Charges de personnel liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_64","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_649","649","Autres charges de personnel et autres charges sociales","l10n_tn.pcg_64","view","account.data_account_type_view","False"
"l10n_tn.pcg_6490","6490","Autres charges de personnel","l10n_tn.pcg_649","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6495","6495","Au tres charges sociales","l10n_tn.pcg_649","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_65","65","Charges financières","l10n_tn.pcg_6","view","account.data_account_type_view","False"
"l10n_tn.pcg_651","651","Charges d'intérêts","l10n_tn.pcg_65","view","account.data_account_type_view","False"
"l10n_tn.pcg_6511","6511","Intérêts des emprunts et dettes","l10n_tn.pcg_651","view","account.data_account_type_view","False"
"l10n_tn.pcg_65116","65116","Des emprunts et dettes assimilées","l10n_tn.pcg_6511","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_65117","65117","Des dettes rattachées à des participations","l10n_tn.pcg_6511","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6515","6515","Intérêts des comptes courants et des dépôts créditeurs","l10n_tn.pcg_651","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6516","6516","Intérêts bancaires et sur opérations de financement","l10n_tn.pcg_651","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6517","6517","Intérêts des obligations cautionnées","l10n_tn.pcg_651","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6518","6518","Intérêts des autres dettes (y compris les pénalités et intérêts de retard sur emprunts)","l10n_tn.pcg_651","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_653","653","Pertes sur créances liées à des participations","l10n_tn.pcg_65","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_654","654","Escomptes accordés","l10n_tn.pcg_65","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_655","655","Pertes de change","l10n_tn.pcg_65","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_656","656","Charges nettes sur cessions de valeurs mobilières","l10n_tn.pcg_65","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_657","657","Autres charges financières","l10n_tn.pcg_65","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_658","658","Charges financières liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_65","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_66","66","Impôts taxes et versements assimilés","l10n_tn.pcg_6","view","account.data_account_type_view","False"
"l10n_tn.pcg_661","661","Impôts taxes et versements assimilés sur rémunérations","l10n_tn.pcg_66","view","account.data_account_type_view","False"
"l10n_tn.pcg_6611","6611","TFP","l10n_tn.pcg_661","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6612","6612","FOPROLOS","l10n_tn.pcg_661","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6618","6618","Autres","l10n_tn.pcg_661","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_665","665","Autres impôts taxes et versements assimilés","l10n_tn.pcg_66","view","account.data_account_type_view","False"
"l10n_tn.pcg_6651","6651","Impôts et taxes divers (sauf impôts sur les bénéfices)","l10n_tn.pcg_665","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6652","6652","Taxes sur le chiffre d'affaires non récupérables","l10n_tn.pcg_665","view","account.data_account_type_view","False"
"l10n_tn.pcg_66521","66521","TCL","l10n_tn.pcg_6652","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_66522","66522","Autres taxes sue le CH non récupérables","l10n_tn.pcg_6652","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6654","6654","Droits d'enregistrement et de timbre","l10n_tn.pcg_665","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6655","6655","Taxes sur les véhicules","l10n_tn.pcg_665","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6658","6658","Autres droits","l10n_tn.pcg_665","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_668","668","Impôts et taxes liés à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_66","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_67","67","Pertes extraordinaires","l10n_tn.pcg_6","view","account.data_account_type_view","False"
"l10n_tn.pcg_68","68","Dotations aux amortissements et aux provisions","l10n_tn.pcg_6","view","account.data_account_type_view","False"
"l10n_tn.pcg_681","681","Dotations aux amortissements et aux provisions - charges ordinaires (autres que financières)","l10n_tn.pcg_68","view","account.data_account_type_view","False"
"l10n_tn.pcg_6811","6811","Dotations aux amortissements des immobilisations incorporelles et corporelles","l10n_tn.pcg_681","view","account.data_account_type_view","False"
"l10n_tn.pcg_68111","68111","Immobilisations incorporelles","l10n_tn.pcg_6811","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_68112","68112","Immobilisations corporelles","l10n_tn.pcg_6811","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6812","6812","Dotations aux résorptions des charges reportées","l10n_tn.pcg_681","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6815","6815","Dotations aux provisions pour risques et charges d'exploitation","l10n_tn.pcg_681","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6816","6816","Dotations aux provisions pour dépréciation des immobilisations incorporelles et corporelles","l10n_tn.pcg_681","view","account.data_account_type_view","False"
"l10n_tn.pcg_68161","68161","Immobilisations incorporelles","l10n_tn.pcg_6816","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_68162","68162","Immobilisations corporelles","l10n_tn.pcg_6816","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6817","6817","Dotations aux provisions pour dépréciation des actifs courants (autres que les valeurs mobilières de placement et les équivalents de liquidités)","l10n_tn.pcg_681","view","account.data_account_type_view","False"
"l10n_tn.pcg_68173","68173","Stocks et en-cours","l10n_tn.pcg_6817","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_68174","68174","Créances","l10n_tn.pcg_6817","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6818","6818","Dotations aux amortissements et aux provisions liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_681","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_686","686","Dotations aux amortissements et aux provisions - charges financières","l10n_tn.pcg_68","view","account.data_account_type_view","False"
"l10n_tn.pcg_6861","6861","Dotations aux amortissements des primes de remboursement des obligations","l10n_tn.pcg_686","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6865","6865","Dotations aux provisions pour risques et charges financières","l10n_tn.pcg_686","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6866","6866","Dotations aux provisions pour dépréciation des éléments financiers","l10n_tn.pcg_686","view","account.data_account_type_view","False"
"l10n_tn.pcg_68662","68662","Immobilisations financières","l10n_tn.pcg_6866","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_68665","68665","Placements et prêts courants","l10n_tn.pcg_6866","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_6868","6868","Dotations aux amortissements et aux provisions liées à une modification comptable inscrite dans le résultat de l'exercice ou à une activité abandonnée:(charges financières)","l10n_tn.pcg_686","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_69","69","Impôts sur les bénéfices","l10n_tn.pcg_6","view","account.data_account_type_view","False"
"l10n_tn.pcg_691","691","Impôts sur les bénéfices calculés sur le résultat des activités ordinaires","l10n_tn.pcg_69","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_695","695","Autres impôts sur les bénéfices (régimes particuliers)","l10n_tn.pcg_69","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_697","697","Impôts sur les bénéfices calculés sur les éléments extraordinaires: Liste des comptes","l10n_tn.pcg_69","Regular",account.data_account_type_expense,"False"
"l10n_tn.pcg_7","Classe 7 ","Comptes de produits","l10n_tn.pcg_cla_6_et_7","view","account.data_account_type_view","False"
"l10n_tn.pcg_70","70","Ventes de produits fabriqués/ prestations de services/ marchandises","l10n_tn.pcg_7","view","account.data_account_type_view","False"
"l10n_tn.pcg_701","701","Ventes de produits finis","l10n_tn.pcg_70","view","account.data_account_type_view","False"
"l10n_tn.pcg_7011","7011","Produits finis achevés","l10n_tn.pcg_701","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7012","7012","Produits finis non achevés (contrat de longue durée)","l10n_tn.pcg_701","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_702","702","Ventes de produits intermédiaires","l10n_tn.pcg_70","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_703","703","Ventes de produits résiduels","l10n_tn.pcg_70","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_704","704","Travaux","l10n_tn.pcg_70","view","account.data_account_type_view","False"
"l10n_tn.pcg_705","705","Études et prestations de services","l10n_tn.pcg_70","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_706","706","Produits des activités annexes","l10n_tn.pcg_70","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_707","707","Ventes de marchandises","l10n_tn.pcg_70","view","account.data_account_type_view","False"
"l10n_tn.pcg_7071","7071","Marchandises (ou groupe) A","l10n_tn.pcg_707","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7072","7072","Marchandises (ou groupe) B","l10n_tn.pcg_707","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7073","7073","Marchandises à l'exportation","l10n_tn.pcg_707","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_708","708","Ventes liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_70","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_709","709","Rabais remises et ristournes accordés par l'entreprise","l10n_tn.pcg_70","view","account.data_account_type_view","False"
"l10n_tn.pcg_7091","7091","Sur ventes de produits finis","l10n_tn.pcg_709","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7092","7092","Sur ventes de produits intermédiaires","l10n_tn.pcg_709","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7094","7094","Sur travaux","l10n_tn.pcg_709","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7095","7095","Sur études et prestations de services","l10n_tn.pcg_709","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7096","7096","Sur activités annexes","l10n_tn.pcg_709","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7097","7097","Sur ventes de marchandises","l10n_tn.pcg_709","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7098","7098","Sur ventes liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_709","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_71","71","Production stockée (ou destockage)","l10n_tn.pcg_7","view","account.data_account_type_view","False"
"l10n_tn.pcg_713","713","Variation des stocks (en-cours de production produits)","l10n_tn.pcg_71","view","account.data_account_type_view","False"
"l10n_tn.pcg_7133","7133","Variations des en-cours de production de biens","l10n_tn.pcg_713","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7134","7134","Variation des en-cours de production de services","l10n_tn.pcg_713","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7135","7135","Variation des stocks de produits","l10n_tn.pcg_713","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_72","72","Production immobilisée","l10n_tn.pcg_7","view","account.data_account_type_view","False"
"l10n_tn.pcg_721","721","Immobilisations incorporelles","l10n_tn.pcg_72","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_722","722","Immobilisations corporelles","l10n_tn.pcg_72","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_728","728","Production immobilisée liée à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_72","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_73","73","Produits divers ordinaires","l10n_tn.pcg_7","view","account.data_account_type_view","False"
"l10n_tn.pcg_731","731","Redevances pour  brevets licences marques procédés droits et valeurs similaires","l10n_tn.pcg_73","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_732","732","Revenus des immeubles non affectés aux activités professionnelles","l10n_tn.pcg_73","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_733","733","Jetons de présence et rémunérations d'administrateurs gérants","l10n_tn.pcg_73","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_734","734","Ristournes perçues des coopératives (provenant des excédents)","l10n_tn.pcg_73","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_735","735","Quotes-parts de résultat sur opérations faites en commun","l10n_tn.pcg_73","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_736","736","Produits nets sur cessions d'immobilisations et autres gains sur éléments non récurrents ou exceptionnels","l10n_tn.pcg_73","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_738","738","Produits divers ordinaires liés à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_73","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_739","739","Quotes-parts des subventions d'investissement inscrites au résultat de l'exercice","l10n_tn.pcg_73","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_74","74","Subventions d'exploitation et d'équilibre","l10n_tn.pcg_7","view","account.data_account_type_view","False"
"l10n_tn.pcg_741","741","Subventions d'exploitation","l10n_tn.pcg_74","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_745","745","Subventions d'équilibre","l10n_tn.pcg_74","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_748","748","Subventions liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_74","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_75","75","Produits financiers","l10n_tn.pcg_7","view","account.data_account_type_view","False"
"l10n_tn.pcg_751","751","Produits des participations","l10n_tn.pcg_75","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_752","752","Produits des autres immobilisations financières","l10n_tn.pcg_75","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_753","753","Revenus des autres créances","l10n_tn.pcg_75","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_754","754","Revenus des valeurs mobilières de placement","l10n_tn.pcg_75","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_755","755","Escomptes obtenus","l10n_tn.pcg_75","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_756","756","Gains de change","l10n_tn.pcg_75","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_757","757","Produits nets sur cessions de valeurs mobilières","l10n_tn.pcg_75","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_758","758","Produits financiers liés à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée","l10n_tn.pcg_75","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_77","77","Gains extraordinaires","l10n_tn.pcg_7","view","account.data_account_type_view","False"
"l10n_tn.pcg_78","78","Reprises sur amortissements et provisions","l10n_tn.pcg_7","view","account.data_account_type_view","False"
"l10n_tn.pcg_781","781","Reprises sur amortissements et provisions (à inscrire dans les produits ordinaires)","l10n_tn.pcg_78","view","account.data_account_type_view","False"
"l10n_tn.pcg_7811","7811","Reprises sur amortissements des immobilisations incorporelles et corporelles","l10n_tn.pcg_781","view","account.data_account_type_view","False"
"l10n_tn.pcg_78111","78111","Immobilisations incorporelles","l10n_tn.pcg_7811","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_78112","78112","Immobilisations corporelles","l10n_tn.pcg_7811","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7815","7815","Reprises sur provisions pour risques et charges d'exploitation","l10n_tn.pcg_781","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7816","7816","Reprises sur provisions pour dépréciation des immobilisations incorporelles et corporelles","l10n_tn.pcg_781","view","account.data_account_type_view","False"
"l10n_tn.pcg_78161","78161","Immobilisations incorporelles","l10n_tn.pcg_7816","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_78162","78162","Immobilisations corporelles","l10n_tn.pcg_7816","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7817","7817","Reprises sur provisions pour dépréciation des actifs courants (autres que les valeurs mobilières de placement et les équivalents de liquidités)","l10n_tn.pcg_781","view","account.data_account_type_view","False"
"l10n_tn.pcg_78173","78173","Stocks et en-cours","l10n_tn.pcg_7817","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_78174","78174","Créances","l10n_tn.pcg_7817","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7818","7818","Reprises sur provisions liées à une modification comptable inscrite aux résultats ou à une activité abandonnée","l10n_tn.pcg_781","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_786","786","Reprises sur provisions (à inscrire dans les produits financiers)","l10n_tn.pcg_78","view","account.data_account_type_view","False"
"l10n_tn.pcg_7865","7865","Reprises sur provisions pour risque et charges financières","l10n_tn.pcg_786","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7866","7866","Reprises sur provisions pour dépréciation des éléments financiers","l10n_tn.pcg_786","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_7868","7868","Reprises sur provisions (à inscrire dans les produits financiers) liées à une modification comptable inscrite aux résultats de ou à une activité abandonnée","l10n_tn.pcg_786","Regular",account.data_account_type_income,"False"
"l10n_tn.pcg_79","79","Transferts de charges","l10n_tn.pcg_7","view","account.data_account_type_view","False"
